"reaction_type","content_id","datetime","content_type","category","sentiment","score"
"like","a3e93c2d-7fb4-4881-994d-ee20ad564924","2020-08-10 06:11:22","video","public speaking","positive",50
"like","19179d57-4950-4a98-87fa-98f824551a6f","2021-06-05 06:04:45","photo","education","positive",50
"like","c4cc899d-4c35-47fd-9710-8e2dea9782c9","2020-07-01 19:27:20","photo","science","positive",50
"like","25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad","2020-12-15 22:29:32","photo","veganism","positive",50
"like","235a0022-a683-4381-8e9e-aaf75fe90734","2021-01-15 16:48:58","photo","fitness","positive",50
"like","1c77e474-0cc6-40ac-b48b-cbc511bffc77","2020-12-14 08:10:34","video","healthy eating","positive",50
"like","65545cfb-59bb-4dc1-a38b-82f268210da2","2020-09-04 10:35:23","audio","technology","positive",50
"like","475541da-3402-4d0e-9df5-0da198f8fc9c","2020-12-08 22:40:13","video","culture","positive",50
"like","c9b2829f-278c-4acd-a895-cf0bd337d36f","2020-08-25 07:29:02","video","fitness","positive",50
"like","19179d57-4950-4a98-87fa-98f824551a6f","2021-06-14 05:12:27","photo","education","positive",50
"like","21dfb75d-9d98-4627-b074-f4372025d23f","2020-08-24 13:22:53","GIF","culture","positive",50
"like","a82b8250-08aa-47a5-97c4-19f30f236179","2020-07-31 23:19:03","audio","culture","positive",50
"like","baa2db00-81ba-4c34-b17d-dd950bfa133b","2021-02-05 15:30:00","GIF","soccer","positive",50
"like","43ea5509-7ff1-4150-b263-d5eac9d6f69f","2020-11-25 06:26:25","audio","dogs","positive",50
"like","3f8590c7-6ab2-4973-805a-90cdec355f05","2020-08-09 19:41:24","video","dogs","positive",50
"like","8f82022e-2ba7-4269-ab8f-3b47f87004de","2020-12-01 06:56:05","audio","healthy eating","positive",50
"like","f0eb58d4-5e4e-4dd6-bbd9-853492b2e45a","2021-03-16 16:17:31","audio","tennis","positive",50
"like","4f215b36-f5c4-4294-81f2-80e4906b197d","2021-06-10 13:50:09","video","soccer","positive",50
"like","e3bb5693-091c-47de-b4b7-78e28b5fbb98","2021-04-02 20:02:03","photo","education","positive",50
"like","2ea5611f-f6e0-4696-9153-cda8d2b9a2a3","2021-05-11 14:01:32","photo","technology","positive",50
"like","3b436c19-72fe-429a-80dd-88d24ef549d1","2021-06-02 16:31:11","video","soccer","positive",50
"like","ab4c4756-1c50-4136-bad9-3216e01ffac2","2021-01-04 09:28:19","audio","fitness","positive",50
"like","359b93ea-446f-4202-8801-db238de5de4d","2021-04-11 06:12:10","photo","food","positive",50
"like","4898f7e1-1431-4e9c-a444-dbea02d58f85","2020-08-08 23:46:10","GIF","food","positive",50
"like","c24f4499-faae-4ff0-baf1-4be6a9061aa1","2020-11-24 17:50:12","audio","animals","positive",50
"like","9b3a6d30-48e8-476c-82be-9031524bd04d","2021-05-19 04:30:38","video","food","positive",50
"like","03ed0e2b-bd63-4079-8910-62c187526ca0","2020-12-06 08:15:30","audio","healthy eating","positive",50
"like","3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8","2020-12-20 05:16:37","GIF","culture","positive",50
"like","bd656a40-09c1-4219-8210-e667136e3734","2020-07-29 12:59:58","GIF","culture","positive",50
"like","5fefd228-c550-4023-b767-ec8aa62de850","2021-01-26 20:28:13","video","cooking","positive",50
"like","457d54ed-e0bf-4574-80e3-561c1bbc4d3e","2021-01-02 07:22:46","GIF","science","positive",50
"like","9489565a-a899-4693-ad48-369f86b4b862","2020-08-09 05:49:03","GIF","studying","positive",50
"like","140a5163-66d8-4a11-8d4e-a670483bb852","2020-12-12 05:10:27","photo","science","positive",50
"like","2920dccb-e06f-49fc-8049-b6d4164dfe84","2021-05-10 19:45:36","GIF","veganism","positive",50
"like","5bb364a6-8646-4cdb-b1cf-09f4125718d8","2020-08-16 16:52:23","audio","soccer","positive",50
"like","56d13215-1444-49b0-8e17-3a888bcd4e1e","2020-08-16 09:00:49","GIF","fitness","positive",50
"like","985f4b4f-de40-4a4e-a090-01e100be42e9","2021-02-01 03:31:19","GIF","travel","positive",50
"like","5bb364a6-8646-4cdb-b1cf-09f4125718d8","2020-10-16 06:31:55","audio","soccer","positive",50
"like","d03efe68-5986-48c4-8767-93b8f5881004","2021-03-14 01:52:19","GIF","animals","positive",50
"like","281054fd-2b89-4191-92ae-98e1bc0ed51b","2020-09-28 09:08:03","video","fitness","positive",50
"like","0d3d0a35-f806-4536-8733-abf1f92763e2","2020-09-06 13:01:07","GIF","studying","positive",50
"like","b2055111-9b7b-4a05-9f07-ac190a5391f0","2020-08-19 15:44:32","GIF","food","positive",50
"like","8bcb980c-6f36-484d-974f-30b3e8fcc251","2021-05-02 12:59:49","photo","travel","positive",50
"like","2eb32cf2-da20-4b27-b4b6-c91716f528a5","2021-05-19 21:22:12","audio","veganism","positive",50
"like","6fd589e8-53ab-4345-896a-f428a92fcbe6","2020-08-02 04:06:55","video","education","positive",50
"like","1934a201-0590-41af-bf40-5ddd6254d744","2021-04-13 18:22:10","photo","education","positive",50
"like","56df8914-9d42-434d-9612-6bb518dd641e","2020-07-22 04:02:07","video","fitness","positive",50
"like","59bb59ce-776b-4d28-85ee-c0d71c690b6a","2020-10-13 12:18:21","audio","animals","positive",50
"like","5651450a-d330-46e6-bac9-c7c7e7defaf2","2021-01-10 05:44:45","photo","animals","positive",50
"like","04e1996d-ccb3-4b19-923a-8dc2a52e4bd4","2021-02-03 21:33:28","audio","education","positive",50
"like","de61a447-bbf0-477e-9743-71031d59bbf8","2020-08-19 17:29:40","GIF","studying","positive",50
"like","de61a447-bbf0-477e-9743-71031d59bbf8","2020-10-09 07:34:07","GIF","studying","positive",50
"like","435007a5-6261-4d8b-b0a4-55fdc189754b","2020-10-06 10:29:33","audio","veganism","positive",50
"like","f361cc99-64f0-4a7c-ad49-945ff01abaa6","2021-02-07 21:02:27","photo","dogs","positive",50
"like","6054518c-4c28-4d65-8ebe-3b4f56108f29","2021-05-17 17:34:18","GIF","healthy eating","positive",50
"like","850fe90d-47d6-4eb7-b9c8-810afcb99ce9","2021-04-04 01:34:57","video","tennis","positive",50
"like","220d9dc1-f8a5-422d-b200-3819f3b89b2b","2020-09-24 22:49:09","video","dogs","positive",50
"like","a3d563e1-c7a6-4367-9195-cddc36863735","2020-12-23 10:52:28","audio","healthy eating","positive",50
"like","25290b06-ca05-43eb-8e54-e345a41ddba7","2021-01-05 23:44:30","photo","education","positive",50
"like","497da46d-d5d5-45b0-827a-f2b75d7bf4c2","2020-09-01 11:27:19","photo","culture","positive",50
"like","ec6c41c9-509e-43ff-83bb-0e5202b8e62a","2021-02-09 13:49:09","audio","education","positive",50
"like","d72ea14e-16fb-4e2d-acf1-59a29dfa21df","2020-11-13 04:24:46","audio","public speaking","positive",50
"like","b4d8b8ed-d538-49d2-a1cb-25548045bcf1","2020-07-06 14:40:39","video","healthy eating","positive",50
"like","b5966298-63d8-403e-96ab-9a610eb9752d","2020-10-26 09:17:14","GIF","soccer","positive",50
"like","501b2f88-999b-4ad9-b2f5-4b9c36a31259","2020-10-03 02:26:14","photo","cooking","positive",50
"like","67f2a150-6086-4cbd-8d21-46250ccef5a2","2021-04-03 10:47:29","GIF","cooking","positive",50
"like","42afb980-6f27-40d3-962e-bff8eada090f","2020-08-09 22:56:46","GIF","culture","positive",50
"like","590873fc-e921-4396-a173-a43451675afc","2021-01-17 02:40:36","GIF","studying","positive",50
"like","3c6354b3-7e8a-4d8c-bb80-33f17c17bd32","2021-04-23 06:14:27","audio","cooking","positive",50
"like","e61a1b04-17e4-4918-a637-ebfc59783ad0","2020-10-23 04:01:04","audio","fitness","positive",50
"like","0c6e8e2a-7692-4490-b545-f76b0d06697a","2020-09-10 18:11:08","photo","animals","positive",50
"like","23a1f257-2f17-4e67-aec1-626c77d73216","2021-05-05 15:54:41","GIF","studying","positive",50
"like","bb9dcde7-55bb-4fb8-b349-caa58fb08823","2020-10-29 11:47:30","GIF","healthy eating","positive",50
"like","dfdf6d34-e60b-4d21-9973-4bf07769be78","2021-05-15 08:26:35","photo","public speaking","positive",50
"like","0d5eb9fd-879d-4716-aebc-840f7b1b7e9f","2021-06-15 09:56:16","GIF","dogs","positive",50
"like","2d7084fb-b457-4813-829f-73911025eeaa","2021-02-20 22:18:42","GIF","cooking","positive",50
"like","a4f6b4c2-36bd-4232-bef8-66577a601163","2021-01-21 04:43:51","photo","animals","positive",50
"like","ed28489e-90b0-4daa-a1fa-22170cdc89d5","2021-04-12 04:25:55","audio","veganism","positive",50
"like","24231380-c9a7-4b07-bd51-c9bd5c49cb7c","2020-11-26 15:12:01","photo","cooking","positive",50
"like","c6616e7c-f815-46d0-9b1d-d7ea977f5d32","2020-10-30 16:02:58","audio","technology","positive",50
"like","7fe36d94-8867-4719-9c62-60b077cf5973","2020-12-11 01:59:04","photo","travel","positive",50
"like","f9c0a47d-c96d-4457-a1be-aa7642ea38c1","2020-06-21 11:21:40","photo","culture","positive",50
"like","b0dd04df-83a1-470f-80ad-bb173a5e44bc","2021-05-16 11:35:49","photo","cooking","positive",50
"like","daeddfcc-c030-4674-8317-56a23ab81799","2021-04-17 06:34:20","audio","animals","positive",50
"like","2ceee25a-8461-4409-ab41-7a72d97d722d","2021-04-12 13:02:26","photo","animals","positive",50
"like","674507f9-c555-4876-89c7-c06b6db561c0","2021-01-13 11:17:12","audio","animals","positive",50
"like","efffd88f-7ddb-4579-bbf2-e3d248c122b4","2020-10-23 18:33:53","video","tennis","positive",50
"like","c2640cbb-d9d4-424e-9ef5-a4c972ea2f09","2021-04-13 02:31:21","photo","travel","positive",50
"like","230c4e4d-70c3-461d-b42c-ec09396efb3f","2021-06-14 07:56:56","photo","healthy eating","positive",50
"like","e949f4c9-81b0-44dd-8a69-0c233134bccd","2020-07-06 22:56:44","audio","culture","positive",50
"like","94f8ffbb-d888-4713-8cdd-ea57466d88b2","2020-11-15 00:23:54","video","science","positive",50
"like","457301ee-3e87-40d8-8b82-ea4e1fa90e39","2021-03-14 07:00:28","GIF","healthy eating","positive",50
"like","c6cbd704-9d4a-4ace-b61e-e5df74ee83af","2020-10-06 09:04:57","photo","education","positive",50
"like","abf9ec3b-1d0f-4238-a8f8-137072dab287","2020-08-05 19:33:18","GIF","veganism","positive",50
"like","afe1fed5-5639-45c7-89f8-ce9d1078c910","2021-05-13 14:29:15","audio","cooking","positive",50
"like","4c598198-bd8b-4b86-8440-b8ecba62abe7","2020-09-30 19:16:25","photo","technology","positive",50
"like","bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b","2021-02-14 13:23:31","video","food","positive",50
"like","7c4f0389-01a5-4ea8-a643-83414441fe81","2020-12-30 15:54:10","video","tennis","positive",50
"like","990f1598-4dbb-403c-a5b2-48de2c30b1ca","2020-12-28 00:39:10","audio","food","positive",50
"like","11b96207-c1c5-4083-948d-2942684aae0d","2020-12-05 05:26:31","photo","studying","positive",50
"like","026973ef-4b73-4901-9160-bc9e04516057","2021-05-24 13:11:09","audio","culture","positive",50
"like","8338222c-c31f-40f3-883c-44125f36bae8","2020-12-18 07:15:41","video","education","positive",50
"like","65304022-f925-48f0-9dfc-436578f22c77","2021-06-16 19:25:20","audio","soccer","positive",50
"like","b529487b-160b-48cd-aacc-2741b18462c6","2021-06-14 13:25:39","GIF","studying","positive",50
"like","54acd843-1e09-4b30-a80a-b9e0295ff269","2020-08-22 00:15:56","GIF","tennis","positive",50
"like","1c6be4a3-85ae-48da-81ff-44262690af51","2020-08-13 11:56:43","audio","education","positive",50
"like","ef802d01-6269-4d21-9159-f1386c75e789","2021-04-13 14:24:07","photo","technology","positive",50
"like","7c4f0389-01a5-4ea8-a643-83414441fe81","2021-01-20 19:08:34","video","tennis","positive",50
"like","e0c5ae74-b379-4d34-a7ae-824daea8d682","2020-12-14 17:13:48","audio","soccer","positive",50
"like","b23a874f-72fa-4abb-9ca5-941850c672bc","2020-08-17 10:07:34","photo","healthy eating","positive",50
"like","bb157107-088c-45aa-8d16-5c093a7471c6","2020-09-09 06:12:56","photo","culture","positive",50
"like","5444a751-c58b-456a-9fc9-1e4f292f2920","2021-06-11 14:40:18","GIF","cooking","positive",50
"like","fc346df4-d165-4ed0-8d43-a6896daf908e","2020-10-28 14:37:41","video","public speaking","positive",50
"like","73fde78d-7908-4406-8377-747873ecd29a","2021-05-07 13:08:41","video","studying","positive",50
"like","eec5dae8-e4d0-4b15-80a9-ac55352cb5ca","2021-02-18 07:36:10","GIF","cooking","positive",50
"like","1e773c55-ec7e-47f2-916d-98d0b778a048","2020-11-27 11:28:40","photo","food","positive",50
"like","e221de96-8536-4782-8281-f9cda62f3c81","2020-08-12 18:33:42","photo","food","positive",50
"like","4426d1ae-cb98-45cf-8d1d-c176ef755293","2021-02-05 21:18:34","GIF","science","positive",50
"like","734c0b94-6729-44ef-af97-90a3a51a466c","2020-08-29 03:20:13","video","travel","positive",50
"like","ab07c995-56e6-462c-9325-bd4a2ffd8c39","2020-07-13 00:05:40","GIF","tennis","positive",50
"like","e18e10e9-ed2a-494b-b215-edce890b1df4","2021-02-17 19:24:24","photo","food","positive",50
"like","ef99fd68-74fb-4c72-bc70-742ebca14499","2020-09-18 00:31:13","video","soccer","positive",50
"like","b4d8b8ed-d538-49d2-a1cb-25548045bcf1","2021-03-11 20:51:00","video","healthy eating","positive",50
"like","802a8533-3051-4e2c-ad30-7751ece5d514","2020-11-25 02:44:37","audio","food","positive",50
"like","e0cb0394-c5b2-447a-a9f4-88604a3ec283","2020-11-02 20:48:22","audio","public speaking","positive",50
"like","c2fbcf27-369b-4385-925a-ca2eca1403c1","2020-11-12 07:44:52","audio","culture","positive",50
"like","56b0b1ab-a07c-4379-b699-80ccc8689c85","2020-11-16 15:45:28","video","culture","positive",50
"like","6b09861c-712e-46e6-a2a5-72e4b3878767","2020-11-12 18:42:30","photo","studying","positive",50
"like","410c757b-918f-4c71-892b-2e6e7697bd86","2020-11-13 16:52:12","video","travel","positive",50
"like","1dbed432-50e6-4955-9ac8-798fb60b2f0e","2020-07-04 19:36:02","video","science","positive",50
"like","96d90aa6-a75b-4a75-9565-45f6cc8c9e98","2020-11-07 00:21:24","video","public speaking","positive",50
"like","4c009116-c94a-4633-83fb-956565358565","2021-01-31 04:39:03","photo","soccer","positive",50
"like","8123c0ac-30b0-4a20-bebe-864b3a6b9e9a","2021-04-18 07:59:09","GIF","soccer","positive",50
"like","323c35ed-081f-4efd-8bd6-ce5208ceb0ed","2020-11-17 05:47:11","GIF","animals","positive",50
"like","2b7f2d2b-2a0b-4d33-ada9-ee9629742dff","2021-02-18 10:57:19","photo","healthy eating","positive",50
"like","b38723f3-878c-4308-b173-14f03639d9b8","2020-08-26 02:29:14","video","travel","positive",50
"like","a739e02a-5d83-4e0e-b306-740652cf700a","2020-07-19 19:08:37","video","science","positive",50
"like","c7066a17-2e12-49d2-bb9e-c8967051f490","2020-09-15 09:14:00","GIF","public speaking","positive",50
"like","baa2db00-81ba-4c34-b17d-dd950bfa133b","2020-11-12 17:49:44","GIF","soccer","positive",50
"like","93081b1a-4446-438a-a0d7-fbcedc3c992d","2020-12-21 16:55:29","GIF","soccer","positive",50
"like","a1249a46-6362-4a73-a1e9-3b5d236cdd73","2021-01-21 15:34:48","GIF","studying","positive",50
"like","e4827a5c-c604-4aad-b7ed-b396b3601b74","2020-07-31 06:36:20","photo","education","positive",50
"like","d90a34f1-60ed-4a79-b7bf-fd22efa12e4c","2021-01-01 17:31:07","photo","travel","positive",50
"like","6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","2021-01-01 11:43:36","audio","technology","positive",50
"like","54e29395-9eba-4945-abee-cad58cbab090","2020-10-26 13:02:43","video","science","positive",50
"like","693b5f91-52b1-4464-916c-91adccbec996","2020-08-16 18:35:02","photo","culture","positive",50
"like","3926740f-e4f7-4229-9aad-e435149d0d2f","2021-06-06 20:27:39","photo","science","positive",50
"like","445a06c1-3dea-4129-90eb-2384c0534eb6","2020-09-06 15:29:47","GIF","technology","positive",50
"like","b4d8b8ed-d538-49d2-a1cb-25548045bcf1","2020-09-09 13:13:30","video","healthy eating","positive",50
"like","7dfe344f-172b-4d1d-a9a5-d63e7a097642","2021-04-01 18:58:55","GIF","culture","positive",50
"like","56d13215-1444-49b0-8e17-3a888bcd4e1e","2020-06-25 03:22:32","GIF","fitness","positive",50
"like","a38cf15e-6a1d-42e8-bee7-0eeb456c700b","2020-10-14 15:03:50","video","travel","positive",50
"like","a38cf15e-6a1d-42e8-bee7-0eeb456c700b","2021-05-30 15:25:23","video","travel","positive",50
"like","e61a1b04-17e4-4918-a637-ebfc59783ad0","2020-12-11 19:49:34","audio","fitness","positive",50
"like","09bb0893-a05b-49bc-95ec-1e158577bf13","2020-08-07 06:44:16","photo","healthy eating","positive",50
"like","496645a7-64f7-4c56-94f5-a71671cb262e","2020-07-10 20:43:40","GIF","dogs","positive",50
"like","281054fd-2b89-4191-92ae-98e1bc0ed51b","2020-09-17 04:02:58","video","fitness","positive",50
"like","7e2e14e2-79eb-41d0-8d5f-eba20460f049","2020-11-06 11:25:37","photo","dogs","positive",50
"like","c75dfa33-cd71-486f-b4e1-f5e9133ae873","2020-11-21 02:30:01","photo","veganism","positive",50
"like","fa337cb5-179a-4f92-a085-e6b3c60e2854","2021-06-15 12:08:48","audio","food","positive",50
"like","4f215b36-f5c4-4294-81f2-80e4906b197d","2020-08-29 20:33:04","video","soccer","positive",50
"like","445a06c1-3dea-4129-90eb-2384c0534eb6","2020-12-26 12:23:00","GIF","technology","positive",50
"like","96ece45a-89e4-4cf8-b216-c860bf8e158e","2020-07-28 03:58:20","photo","food","positive",50
"like","7c47e333-da29-4be9-8156-2e5f75a991e1","2020-12-29 13:38:28","video","dogs","positive",50
"like","c892a472-bf81-4946-83c0-d3697ba65b95","2021-01-26 15:49:34","photo","soccer","positive",50
"like","850fe90d-47d6-4eb7-b9c8-810afcb99ce9","2020-07-06 00:08:33","video","tennis","positive",50
"like","850fe90d-47d6-4eb7-b9c8-810afcb99ce9","2020-08-17 14:29:47","video","tennis","positive",50
"like","c61b7ef6-d7ab-41fc-aebc-dc16f256957f","2021-01-27 18:24:29","GIF","cooking","positive",50
"like","4e4c9690-c013-4ee7-9e66-943d8cbd27b7","2020-08-11 18:26:41","GIF","culture","positive",50
"like","0411a1da-97e1-44b6-945d-06b4682ba802","2021-03-01 08:33:51","audio","technology","positive",50
"like","1934a201-0590-41af-bf40-5ddd6254d744","2020-12-09 17:54:11","photo","education","positive",50
"like","bc1f22da-d7b2-49d8-a6f1-1132776b4b18","2021-02-20 09:06:48","photo","culture","positive",50
"like","3cec7ac2-f9b6-4e4c-b392-63c59c3621f2","2021-06-02 19:57:35","GIF","healthy eating","positive",50
"like","220d9dc1-f8a5-422d-b200-3819f3b89b2b","2021-05-26 01:47:26","video","dogs","positive",50
"like","52be2c2f-be1f-4cda-a2d6-5c147c018115","2020-08-21 11:53:22","audio","food","positive",50
"like","61b45c79-c23b-4bbd-a4fe-0bb3611486c7","2020-08-20 09:47:38","audio","tennis","positive",50
"like","c63235b6-aad7-42ff-96ba-978e47a6c5fc","2021-02-12 18:29:53","GIF","tennis","positive",50
"like","445a06c1-3dea-4129-90eb-2384c0534eb6","2021-02-22 06:07:06","GIF","technology","positive",50
"like","bc1f22da-d7b2-49d8-a6f1-1132776b4b18","2020-09-26 04:10:19","photo","culture","positive",50
"like","73a7ec8f-08e7-41c6-a995-51537ff8772a","2020-12-20 17:51:34","video","technology","positive",50
"like","4dca44b9-e65c-4d9d-93eb-6a24ec8950e9","2020-06-27 23:34:27","photo","animals","positive",50
"like","07f88a73-aef2-45fd-8b5d-418e448b853d","2020-12-19 16:42:35","GIF","animals","positive",50
"like","f3e8d168-6fb9-48b9-8347-b35595162c1d","2020-08-24 12:36:47","video","soccer","positive",50
"like","22cdf77b-00c8-41c3-ad59-333c3e751e2c","2021-06-16 16:48:19","audio","fitness","positive",50
"like","b1c49557-0623-4fb2-8f22-1453286fedad","2020-12-18 23:29:58","video","healthy eating","positive",50
"like","60872f35-3eb4-4742-b3b0-48f15f11be66","2021-05-18 20:57:17","video","travel","positive",50
"like","93081b1a-4446-438a-a0d7-fbcedc3c992d","2020-08-04 17:00:57","GIF","soccer","positive",50
"like","a8d3e5b8-7838-477c-82ce-4c90029e56ce","2021-01-05 20:29:40","photo","public speaking","positive",50
"like","af8ab833-e28c-4451-b7f6-83f3953d556b","2020-12-10 13:36:02","photo","dogs","positive",50
"like","985f4b4f-de40-4a4e-a090-01e100be42e9","2020-09-01 03:16:20","GIF","travel","positive",50
"like","b529487b-160b-48cd-aacc-2741b18462c6","2020-10-23 15:01:09","GIF","studying","positive",50
"like","aa6c9668-7455-4a4c-9915-f7d4cb56c8c6","2020-10-16 07:29:36","photo","animals","positive",50
"like","6e71ed3d-3fba-4bd1-8de7-2798dec6431e","2021-02-25 21:38:02","audio","studying","positive",50
"like","674507f9-c555-4876-89c7-c06b6db561c0","2021-05-18 22:25:37","audio","animals","positive",50
"like","87349e5b-eda4-4ae6-94d7-c42b9c5f03e9","2021-04-22 21:28:18","GIF","healthy eating","positive",50
"like","18cb1ce7-fb66-4a56-8042-e38c9593ade1","2021-03-29 03:23:18","photo","animals","positive",50
"like","b6393b8b-320e-4558-8614-20a6727f2eea","2020-09-19 09:09:02","photo","food","positive",50
"like","c7b02507-18a2-4169-91f1-4fc727c8bc03","2021-04-11 04:20:07","GIF","dogs","positive",50
"like","8f4cea30-10e7-4806-8c01-d78ef6bcbfa8","2021-04-07 23:55:22","photo","tennis","positive",50
"like","1b6f05f1-df9e-4ad4-989e-029baf20478f","2021-03-03 08:17:24","audio","fitness","positive",50
"like","17e3a8c5-ecb6-445d-8b69-f8c202d08549","2021-06-04 17:20:06","audio","cooking","positive",50
"like","a8d3e5b8-7838-477c-82ce-4c90029e56ce","2021-06-15 21:03:03","photo","public speaking","positive",50
"like","ee18c383-1e7a-4507-9e78-1061da09143a","2021-01-19 07:50:30","audio","education","positive",50
"like","27e2cea3-b408-4e66-801b-29fdf7c03b05","2021-02-04 08:24:28","photo","travel","positive",50
"like","73fde78d-7908-4406-8377-747873ecd29a","2021-05-11 11:31:04","video","studying","positive",50
"like","24231380-c9a7-4b07-bd51-c9bd5c49cb7c","2020-07-03 11:15:12","photo","cooking","positive",50
"like","28fc1e6d-eae9-47de-af11-11ad726b2a88","2020-12-14 12:33:30","photo","cooking","positive",50
"like","6aa06c00-d796-43c3-816d-70f21fe58f80","2021-02-17 05:17:11","audio","science","positive",50
"like","888660b0-7dd8-4983-858a-101cd03d392b","2021-05-20 16:27:13","video","science","positive",50
"like","fd0a3090-6b89-4c4e-9192-1aa4db213a3e","2020-07-23 15:31:06","GIF","cooking","positive",50
"like","4304a382-1527-4e7d-af7b-691d976f9ad4","2020-11-04 04:10:25","video","tennis","positive",50
"like","4304a382-1527-4e7d-af7b-691d976f9ad4","2021-01-03 07:17:22","video","tennis","positive",50
"like","839d117b-c764-4930-99f2-a6e4d1b47790","2020-08-19 06:47:24","GIF","cooking","positive",50
"like","55d5d3f9-566c-4fcc-b24e-02ca826cce58","2021-06-09 14:35:49","photo","science","positive",50
"like","c6cbd704-9d4a-4ace-b61e-e5df74ee83af","2021-02-24 20:10:04","photo","education","positive",50
"like","800f467b-53a3-4d20-9342-51fe4fa36ebb","2020-07-29 22:46:16","GIF","food","positive",50
"like","bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b","2020-10-16 01:20:07","video","food","positive",50
"like","17e3a8c5-ecb6-445d-8b69-f8c202d08549","2020-09-13 23:21:50","audio","cooking","positive",50
"like","4ae90f6e-da63-4ce2-a357-a4b36c739b80","2020-06-25 08:25:41","GIF","travel","positive",50
"like","1a69604e-95a0-4b91-8051-f3730b7e009b","2020-12-06 03:07:19","video","fitness","positive",50
"like","01aff5ec-2aa8-412e-99ec-526f0f9a6d5e","2020-11-11 02:57:16","video","fitness","positive",50
"like","8ef185a2-8910-41f5-a109-95c925ebffa0","2020-08-17 14:51:08","photo","public speaking","positive",50
"like","0e2169f4-b881-42d0-b99c-034b32f83504","2020-09-11 09:53:34","GIF","food","positive",50
"like","3f8590c7-6ab2-4973-805a-90cdec355f05","2021-03-28 23:25:16","video","dogs","positive",50
"like","73ef953a-5bda-4532-bcd5-85a2cb61b803","2021-05-20 21:45:04","photo","studying","positive",50
"like","abf9ec3b-1d0f-4238-a8f8-137072dab287","2020-06-20 19:51:25","GIF","veganism","positive",50
"like","6c8d057d-756a-41dd-afef-bf73adffbdf4","2020-06-19 01:59:34","audio","food","positive",50
"like","f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb","2021-03-17 13:32:17","audio","studying","positive",50
"like","55d5d3f9-566c-4fcc-b24e-02ca826cce58","2020-10-30 00:08:50","photo","science","positive",50
"like","00d0cdf9-5919-4102-bf84-ebde253c3cd2","2021-04-26 12:19:01","audio","healthy eating","positive",50
"like","51a26a10-6973-4882-aa88-98b53978ce01","2021-02-21 14:01:25","audio","veganism","positive",50
"like","4e7535a7-4547-4da5-952e-607442ebed79","2020-08-25 22:20:04","GIF","dogs","positive",50
"like","8644e163-704a-4a99-a859-5e07fcfe3879","2020-12-07 02:55:26","photo","education","positive",50
"like","8490c29c-177f-4c21-9d37-d509f9287f30","2020-11-01 16:53:24","GIF","tennis","positive",50
"like","d539c60f-9967-44b0-a11e-26d5dfa43884","2020-11-05 02:37:41","GIF","fitness","positive",50
"like","7df4b13f-c41a-4c81-88fb-213a6a96acc5","2021-05-01 23:31:51","audio","culture","positive",50
"like","dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf","2021-03-26 11:35:52","video","technology","positive",50
"like","f3e9785c-d4e0-4258-a876-4d58ddb38790","2021-03-28 05:41:48","GIF","studying","positive",50
"like","8ec8db61-8bea-440b-88ee-f1f593eb4a7f","2020-11-09 21:07:28","photo","education","positive",50
"like","de9796a6-d19d-4c41-a965-7aa4dcc69fee","2020-08-09 03:43:22","audio","technology","positive",50
"like","96d90aa6-a75b-4a75-9565-45f6cc8c9e98","2020-10-08 21:18:31","video","public speaking","positive",50
"like","2f5dd79a-8884-4086-ab6f-00b3bea9d366","2021-01-15 02:16:38","photo","cooking","positive",50
"like","e221de96-8536-4782-8281-f9cda62f3c81","2020-12-09 10:55:03","photo","food","positive",50
"like","2b6921de-e7f2-4e30-8feb-36bd41becaf0","2021-06-06 01:49:18","audio","travel","positive",50
"like","596a3ffe-1e2a-4999-bf8d-c8f4a8974343","2021-01-30 03:43:25","video","animals","positive",50
"like","bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c","2021-03-12 09:19:03","GIF","culture","positive",50
"like","c4cc899d-4c35-47fd-9710-8e2dea9782c9","2020-09-01 17:51:04","photo","science","positive",50
"like","c84f903e-32ae-4ce1-b66b-d876439fccf5","2020-10-23 17:36:30","audio","healthy eating","positive",50
"like","362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8","2020-07-30 07:53:01","GIF","technology","positive",50
"like","809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1","2021-05-07 18:00:27","audio","dogs","positive",50
"like","0e2169f4-b881-42d0-b99c-034b32f83504","2021-04-18 05:28:28","GIF","food","positive",50
"like","e2c433d2-096e-484e-8c69-28f0bb69f3b7","2020-12-18 17:42:29","audio","science","positive",50
"like","e2c433d2-096e-484e-8c69-28f0bb69f3b7","2021-01-03 09:18:07","audio","science","positive",50
"like","1f0ed2b8-8531-416f-b694-a40a63f378a0","2021-01-15 15:02:03","photo","animals","positive",50
"like","8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69","2021-06-07 17:17:25","photo","science","positive",50
"like","45752c15-a54c-4b0d-8fe3-f39c40f6c8d9","2021-06-11 22:37:05","photo","education","positive",50
